date,cases_male_0-9,cases_male_10-19,cases_male_20-29,cases_male_30-39,cases_male_40-49,cases_male_50-59,cases_male_60-69,cases_male_70-79,cases_male_80-89,cases_male_90-,deaths_male_0-9,deaths_male_10-19,deaths_male_20-29,deaths_male_30-39,deaths_male_40-49,deaths_male_50-59,deaths_male_60-69,deaths_male_70-79,deaths_male_80-89,deaths_male_90-,cases_female_0-9,cases_female_10-19,cases_female_20-29,cases_female_30-39,cases_female_40-49,cases_female_50-59,cases_female_60-69,cases_female_70-79,cases_female_80-89,cases_female_90-,deaths_female_0-9,deaths_female_10-19,deaths_female_20-29,deaths_female_30-39,deaths_female_40-49,deaths_female_50-59,deaths_female_60-69,deaths_female_70-79,deaths_female_80-89,deaths_female_90-,cases_male_total,deaths_male_total,cases_female_total,deaths_female_total
2020-06-19,1118.3856241934568,1906.0514537492857,6063.607413376654,8454.66649961054,13059.133864096166,19768.44923339094,18975.496617229426,19423.061710229464,16740.640641826383,3864.8377519592977,1.0000026247322287,-3.8448362120871426e-13,11.431662132482806,42.52386762774437,209.36116163419518,885.6936040909954,2580.3654248583725,6165.024133796003,7576.72462680205,1932.1292601546695,1008.4682340821868,1884.2845795780709,7691.1322186991265,10396.694393495714,18128.61049499295,23051.72161423994,12903.46967394866,14589.374299485571,24624.667205727248,15194.141534133949,3.0417377050500405,2.4508081415966123e-12,4.008841212840941,22.970034992028094,79.1716511188404,279.0249024987513,799.8173145804495,2688.831309067926,6072.36567963883,4009.4444771812236,109374.33080966162,19404.253743721245,129472.56424838342,13958.675947995944
2020-06-20,1122.995343028866,1915.1682452424186,6077.850029391346,8473.036109705492,13078.929590555901,19777.603679311105,18988.349336918618,19438.194026630183,16747.72956385906,3866.5102838958883,1.000002224753236,-4.5380405298360115e-13,11.597707976541026,42.675903060320465,209.79633591646783,886.5515775830554,2583.0472886703315,6168.154975756558,7585.191160112265,1935.9628184674468,1012.1763210548698,1890.3686190468698,7703.1286105013,10409.149825010518,18146.958391239237,23073.92496094442,12918.325611286515,14602.093766071026,24638.679689462184,15203.032528606975,3.0353773615553017,2.892676323234085e-12,4.007493971496366,22.974601308554433,79.63501347236058,279.7159779613393,801.739522918851,2692.836152750305,6083.113924931485,4021.297218416562,109486.3662085389,19423.977769767742,129597.83832322393,13988.35528309251
2020-06-21,1127.3137420297533,1923.6422925177212,6091.481966409792,8490.409528405131,13097.056811798742,19785.536532930826,18999.787428125557,19451.771952525756,16753.848738243112,3867.8428227175423,1.0000015206452029,-4.359370706320733e-13,11.755509136213655,42.80899636312807,210.21673468942654,887.3889116102151,2585.5838175447657,6171.14294333569,7592.929030233019,1939.8541235073294,1015.4989114515322,1896.3295963821047,7714.175597157655,10420.504380437771,18163.088572904602,23093.535494469317,12931.413195282212,14612.86817007088,24651.053001473796,15210.412459709525,3.0241808483838026,2.7787870873929638e-12,4.005122275126492,22.982639687567303,80.10578937871017,280.26778261517745,803.646680809615,2696.4627351224735,6093.480379948685,4032.6011568527742,109588.69181570393,19442.680067940433,129708.8793793394,14016.576467538514
2020-06-22,1131.321676064128,1931.0580569714846,6104.5247735675075,8506.24480780484,13113.189093166256,19792.813428432866,19009.955959577073,19463.229329715814,16758.95370396221,3868.71338817025,1.0000007123976256,-2.9622245826668747e-13,11.893471260900162,42.91855839130774,210.61905652622082,888.2051908550163,2587.9197938614107,6174.065472695977,7599.633541937777,1943.6006818322148,1018.4391046429753,1902.1969204208053,7724.417839909965,10431.030344020066,18176.827091865907,23110.308684319545,12942.661600123969,14621.552063906685,24661.56661418032,15216.121544490801,3.011328337282912,1.8882063432545154e-12,4.002399744403609,22.99186697080355,80.56658337541477,280.69192158611474,805.434826940684,2699.565777200388,6103.448064901253,4043.215636157905,109680.00421743243,19459.855768073226,129805.12180788105,14042.92840521425
2020-06-23,1135.0,1937.0,6117.0,8520.0,13127.0,19800.0,19019.0,19472.0,16763.0,3869.0,1.0,0.0,12.0,43.0,211.0,889.0,2590.0,6177.0,7605.0,1947.0,1021.0,1908.0,7734.0,10441.0,18188.0,23124.0,12952.0,14628.0,24670.0,15220.0,3.0,0.0,4.0,23.0,81.0,281.0,807.0,2702.0,6113.0,4053.0,109759.0,19475.0,129886.0,14067.0
2020-06-24,1138.3414900065284,1941.2029580474261,6128.969298480963,8531.34738367593,13138.354767176277,19807.57940309155,19027.08208661325,19477.74634858963,16765.99871462349,3868.6261320634876,0.9999995411790442,4.600807969427548e-13,12.066732370472907,43.05048938735702,211.35687391628497,889.7702193120999,2591.79032155344,6180.014100561329,7608.8446849791135,1949.896047969051,1023.2034541083268,1913.7673895704247,7743.073314907443,10450.656236540368,18196.582732240786,23134.536904684912,12959.442294195014,14632.188072640387,24676.27763709149,15221.994545323987,2.992703958915957,-2.9326860774843447e-12,3.998454318732017,23.005238104365326,81.3921244573241,281.20396792766445,808.2616199723177,2703.6781152511276,6122.13146129396,4061.876471982832,109825.24858236854,19487.789469590327,129951.72258130317,14088.540157267234
2020-06-25,1141.3866074574678,1944.003267749397,6140.654736336808,8540.816143877708,13147.88530771039,19815.704878272998,19034.4346306041,19481.044934342724,16768.183133233015,3867.69707466022,0.9999993246103629,9.82131532885631e-13,12.098230859519695,43.07422412357761,211.68942801008257,890.5019113958185,2593.341056967322,6183.135906297509,7611.467780578381,1952.3186492996117,1025.146352413352,1919.5242260376415,7751.815327063641,10460.124357484767,18203.14825575036,23142.53483622581,12965.34128237971,14634.578543589427,24680.904026575095,15222.477907700326,2.9892601389457614,-6.2603862014924014e-12,3.9977246019922585,23.007710562995634,81.74296462157588,281.3171552198688,809.2326320296426,2704.744797539039,6130.886748185011,4070.018795453082,109881.81071424484,19498.627186856433,130005.59511522016,14107.937788352147
2020-06-26,1144.1877350277236,1945.8876407894147,6152.318484532128,8549.149692240358,13156.415204152383,19824.447187386384,19041.30751165191,19482.700859529,16769.842090512262,3866.3635722004115,0.9999992967067826,1.4369540850400046e-12,12.102289321901463,43.07715912187223,211.99802224877104,891.1784344400505,2594.7236079004065,6186.383688277078,7613.290446287034,1954.3440909523943,1026.9443375753915,1925.2947919209184,7760.410155137851,10469.500270596991,18208.418920747867,23148.781226143547,12970.134489321274,14635.75521647671,24684.528675311536,15221.92931640423,2.988816415637914,-9.159554728613066e-12,3.997630407317387,23.008029142458874,82.05600903427676,281.35323667235633,809.9493626407923,2705.4027121628683,6139.3224159132515,4077.6635936931634,109932.61997802199,19508.09773784622,130051.69739963634,14125.741806082113
2020-06-27,1146.7972553922002,1947.3427888509818,6164.222714031516,8557.091440398892,13164.768039052296,19833.877092273746,19047.950609436048,19483.519226418157,16771.2644211449,3864.776369094273,0.9999994038811297,1.695350330617252e-12,12.086701612379288,43.06524929545133,212.28301659972874,891.7831466336901,2596.009376011455,6189.775717568576,7614.733841594295,1956.0486598881118,1028.7130522547604,1931.1033697395244,7769.041917799334,10478.879883640835,18213.117077452443,23154.06350595898,12974.259439786894,14636.301894931823,24687.80109016153,15220.828000710928,2.9905206645409135,-1.0806646015435254e-11,3.997991292244063,23.006805609322974,82.33474623694816,281.32588708087,810.4481382745851,2705.8545244217466,6147.4950197187745,4085.0474899854853,109981.60995609303,19516.78570860757,130094.10923243705,14142.501123284506
2020-06-28,1149.267551225802,1948.8554236176,6176.629595799562,8565.384799988331,13173.767394960174,19844.06535477711,19054.61380363586,19484.30513727991,16772.73895981462,3863.0862097520167,0.9999995925462306,1.628122146828749e-12,12.05926158571426,43.04444955752535,212.54477103033392,892.2994061656319,2597.2697629592294,6193.330265240535,7616.2191259893925,1957.5086430674771,1030.5681391117746,1936.9742420127277,7777.894733717348,10488.359104380086,18217.96507608323,23159.169107192964,12978.153658543763,14636.80238258435,24691.370777985798,15219.653189895638,2.993520761203261,-1.037811441854787e-11,3.99862681430895,23.004651730155903,82.58266477111157,281.2487812411532,810.7652853998386,2706.302899614806,6155.461114841677,4092.407107612458,110032.71423085101,19525.275685188386,130136.91041150769,14158.764652786702
